"Mã sản phẩm","Tên sản phẩm","Biến thể","Kho hiện tại","Kiểm kho"
TS74852,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 16x210mm",,3.0000,
TS74864,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 8x260mm",,4.0000,
TS74866,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 10x260mm",,2.0000,
TS74868,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 12x260mm",,3.0000,
TS74870,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 14x260mm",,3.0000,
TS74872,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 16x260mm",,5.0000,
TS74874,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 18x260mm",,1.0000,
TS74921,"MŨI KHOAN BÊ TÔNG X-tip ( CÔNG NGHIỆP ) 25x450mm TOLSEN 74921",,5.0000,
TS75040,"BỘ 2 MŨI KHOAN SẮT HSS M2 (CÔNG NGHIỆP) 1.0mm Tolsen 75040",,4.0000,
TS75041,"BỘ 2 MŨI KHOAN SẮT HSS M2 (CÔNG NGHIỆP) 1.5mm TOLSEN 75041",,4.0000,
TS75045,"KHOAN SẮT HSS M2 (CÔNG NGHIỆP) 3.5mm TOLSEN 75045",,9.0000,
TS75047,"KHOAN SẮT HSS M2 (CÔNG NGHIỆP) 4.5mm TOLSEN 75047",,9.0000,
TS75052,"KHOAN SẮT HSS M2 (CÔNG NGHIỆP) 7.0mm TOLSEN 75052",,4.0000,
TS75080,"BỘ KHOAN SẮT 13 CÂY HSS (CÔNG NGHIỆP) TOLSEN 75080",,4.0000,
TS75082,"BỘ KHOAN SẮT 25 CÂY HSS (CÔNG NGHIỆP) TOLSEN 75082",,1.0000,
TS75086,"BỘ 19 MŨI KHOAN SẮT VÀNG - ĐEN HSS TOLSEN 75086",,2.0000,
TS75100,"BỘ 15 CÂY KHOAN SẮT HSS M2 TOLSEN 75100",,3.0000,
TS75105,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 1.0mm TOLSEN 75105",,5.0000,
TS75107,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 2.0mm TOLSEN 75107",,3.0000,
TS75108,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 2.5mm TOLSEN 75108",,5.0000,
TS75110,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 3.2mm TOLSEN 75110",,1.0000,
TS75111,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 3.5mm TOLSEN 75111",,4.0000,
TS75112,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 3.8mm TOLSEN 75112",,2.0000,
TS75113,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 4.0mm TOLSEN 75113",,3.0000,
TS75115,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 4.5mm TOLSEN 75115",,2.0000,
TS75116,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 4.8mm TOLSEN 75116",,2.0000,
TS75118,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 5.5mm TOLSEN 75118",,2.0000,
TS75119,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 6.0mm TOLSEN 75119",,1.0000,
TS75120,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 6.5mm TOLSEN 75120",,2.0000,
TS75121,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 7.0mm TOLSEN 75121",,4.0000,
TS75122,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 7.5mm TOLSEN 75122",,2.0000,
TS75123,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 8.0mm TOLSEN 75123",,2.0000,
TS75124,"BỌC 10 MŨI KHOAN SẮT HSS VÀNG - ĐEN 8.5mm TOLSEN 75124",,2.0000,
TS75125,"BỌC 5 MŨI KHOAN SẮT HSS VÀNG - ĐEN 9.0mm TOLSEN 75125",,2.0000,
TS75126,"BỌC 5 MŨI KHOAN SẮT HSS VÀNG - ĐEN 9.5mm TOLSEN 75126",,2.0000,
TS75128,"BỌC 5 MŨI KHOAN SẮT HSS VÀNG - ĐEN 10.5mm TOLSEN 75128",,2.0000,
TS75129,"BỌC 5 MŨI KHOAN SẮT HSS VÀNG - ĐEN 11mm TOLSEN 75129",,1.0000,
TS75130,"BỌC 5 MŨI KHOAN SẮT HSS VÀNG - ĐEN 11.5mm TOLSEN 75130",,2.0000,
TS75131,"BỌC 5 MŨI KHOAN SẮT HSS VÀNG - ĐEN 12mm TOLSEN 75131",,2.0000,
TS75132,"BỌC 5 MŨI KHOAN SẮT HSS VÀNG - ĐEN 12.5mm TOLSEN 75132",,2.0000,
TS75133,"BỌC 5 MŨI KHOAN SẮT HSS VÀNG - ĐEN 13mm TOLSEN 75133",,2.0000,
TS75140,"BỘ 2 KHOAN SẮT HSS CO5% (CN) 1.0mm TOLSEN 75140",,8.0000,
TS75141,"BỘ 2 KHOAN SẮT HSS CO5% (CN) 1.5mm TOLSEN 75141",,6.0000,
TS75142,"BỘ 2 KHOAN SẮT HSS CO5% (CN) 2.0mm TOLSEN 75142",,13.0000,
TS75143,"BỘ 2 KHOAN SẮT HSS CO5% (CN) 2.5mm TOLSEN 75143",,6.0000,
TS75144,"BỘ 2 KHOAN SẮT HSS CO5% (CN) 3.0mm TOLSEN 75144",,16.0000,
TS75145,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 3.5mm TOLSEN 75145",,6.0000,
TS75146,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 4.0mm TOLSEN 75146",,16.0000,
TS75147,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 4.5mm TOLSEN 75147",,2.0000,
TS75148,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 5.0mm TOLSEN 75148",,6.0000,
TS75149,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 5.5mm TOLSEN 75149",,4.0000,
TS75151,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 6.5mm TOLSEN 75151",,7.0000,
TS75152,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 7.0mm TOLSEN 75152",,5.0000,
TS75153,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 7.5mm TOLSEN 75153",,5.0000,
TS75154,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 8.0mm TOLSEN 75154",,5.0000,
TS75155,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 8.5mm TOLSEN 75155",,12.0000,
TS75156,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 9.0mm TOLSEN 75156",,2.0000,
TS75157,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 9.5mm TOLSEN 75157",,9.0000,
TS75158,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 10.0mm TOLSEN 75158",,3.0000,
TS75159,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 10.5mm TOLSEN 75159",,4.0000,
TS75160,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 11.0mm TOLSEN 75160",,5.0000,
TS75161,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 11.5mm TOLSEN 75161",,5.0000,
TS75162,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 12.0mm TOLSEN 75162",,1.0000,
TS75163,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 12.5mm TOLSEN 75163",,4.0000,
TS75164,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 13.0mm TOLSEN 75164",,5.0000,
TS75166,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 15.0mm",,5.0000,
TS75167,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 16.0mm",,5.0000,
TS75172,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 3.2mm TOLSEN 75172",,5.0000,
TS75174,"KHOAN SẮT HSS CO5% (CÔNG NGHIỆP) 4.8mm TOLSEN 75174",,3.0000,
TS75301,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 5X110mm TOLSEN 75301",,1.0000,
TS75304,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 8X110mm TOLSEN 75304",,7.0000,
TS75306,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 10X110mm TOLSEN 75306",,3.0000,
TS75308,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 12X110mm TOLSEN 75308",,2.0000,
TS75321,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 5X160mm",,2.0000,
TS75322,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 6x160mm",,4.0000,
TS75323,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 7x160mm",,3.0000,
TS75324,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 8x160mm",,5.0000,
TS75325,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 9x160mm",,3.0000,
TS75326,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 10x160mm",,9.0000,
TS75327,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 11x160mm",,5.0000,
TS75328,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 12x160mm",,3.0000,
TS75329,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 13x160mm",,3.0000,
TS75330,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 14x160mm",,5.0000,
TS75337,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 5.5X160mm",,3.0000,
TS75338,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 6.5x160mm",,3.0000,
TS75342,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 6x210mm",,3.0000,
TS75344,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 8x210mm",,3.0000,
TS75346,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 10x210mm",,10.0000,
TS75347,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 11x210mm",,3.0000,
TS75348,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 12x210mm",,2.0000,
TS75349,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 13x210mm",,5.0000,
TS75352,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 16x210mm",,9.0000,
TS75362,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 6x260mm",,10.0000,
TS75364,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 8x260mm",,5.0000,
TS75365,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 9x260mm",,5.0000,
TS75366,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 10x260mm",,3.0000,
TS75367,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 11x260mm",,5.0000,
TS75368,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 12x260mm",,3.0000,
TS75369,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 13x260mm",,13.0000,
TS75370,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 14x260mm",,4.0000,
TS75372,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 16x260mm",,5.0000,
TS75377,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 5.5x260mm",,4.0000,
TS75384,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 8x310mm TOLSEN 75384",,4.0000,
TS75387,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 11x310mm TOLSEN 75387",,2.0000,
TS75390,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 14x310mm TOLSEN 75390",,5.0000,
TS75406,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 10x450mm TOLSEN 75406",,2.0000,
TS75412,"KHOAN BÊ TÔNG (CÔNG NGHIỆP) 16x450mm TOLSEN 75412",,5.0000,
TS75440,"KHOAN BÊ TÔNG NHỌN 250mm",,11.0000,
TS75441,"KHOAN BÊ TÔNG DẸP 250mm",,6.0000,
TS75442,"KHOAN ĐỤC 250mm",,2.0000,
TS75448,"KHOAN ĐỤC 280mm",,2.0000,
TS75450,"KHOAN BÊ TÔNG NHỌN 280mm",,1.0000,
TS75451,"KHOAN BÊ TÔNG DẸP 280mm",,3.0000,
TS75455,"KHOAN DẸP (CÔNG NGHIỆP) 30X410mm CHO MÁY 79517",,3.0000,
TS75457,"KHOAN DẸP (CÔNG NGHIỆP) 18X400mm TOLSEN 75457",,4.0000,
TS75459,"BỘ KHOAN TƯỜNG TOLSEN 75459 5 CÂY",,4.0000,
TS75460,"MŨI KHOAN TƯỜNG 3x60mm TOLSEN 75460",,6.0000,
TS75461,"MŨI KHOAN TƯỜNG 4x75mm TOLSEN 75461",,8.0000,
TS75463,"MŨI KHOAN TƯỜNG 6x100mm TOLSEN 75463",,7.0000,
TS75466,"MŨI KHOAN TƯỜNG 12x150mm TOLSEN 75466",,2.0000,
TS75477,"MŨI KHOAN TƯỜNG 7x100mm TOLSEN 75477",,2.0000,
TS75478,"MŨI KHOAN TƯỜNG 9x120mm TOLSEN 75478",,1.0000,
TS75500,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 3.0 X 60mm",,1.0000,
TS75501,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 4.0 x 75",,1.0000,
TS75502,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 4.5 x 75",,11.0000,
TS75503,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 5.0 x 85",,9.0000,
TS75504,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 5.5 x 100",,3.0000,
TS75505,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 6.0 x 100",,13.0000,
TS75506,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 6.5 x 100",,6.0000,
TS75507,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 7.0 x 100",,7.0000,
TS75508,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 8.0 x 120",,12.0000,
TS75509,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 8.5 x 120",,6.0000,
TS75510,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 9.0 x 120",,19.0000,
TS75512,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 11.0 x 150",,3.0000,
TS75513,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 12.0 x 150",,5.0000,
TS75514,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 13.0 x 150",,5.0000,
TS75515,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 14.0 x 150",,5.0000,
TS75516,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 15.0 x 150",,9.0000,
TS75517,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 16.0 x 150",,7.0000,
TS75518,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 18.0 x 160",,10.0000,
TS75519,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 19.0 x 160 TOLSEN 75519",,5.0000,
TS75520,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 20.0 x 160 TOLSEN 75520",,4.0000,
TS75521,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 22.0 x 160 TOLSEN 75521",,3.0000,
TS75522,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 24.0 x 160 TOLSEN 75522",,5.0000,
TS75523,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI 25.0 x 160 TOLSEN 75523",,4.0000,
TS75541,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI DÀI 8 x 300mm TOLSEN 75541",,8.0000,
TS75543,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI DÀI 12 x 300mm TOLSEN 75543",,1.0000,
TS75544,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI DÀI 13 x 300mm TOLSEN 75544",,3.0000,
TS75545,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI DÀI 14 x 300mm TOLSEN 75545",,1.0000,
TS75549,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI DÀI 25 x 300mm TOLSEN 75549",,4.0000,
TS75560,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI DÀI 6 x 400mm TOLSEN 75560",,2.0000,
TS75561,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI DÀI 8 x 400mm TOLSEN 75561",,5.0000,
TS75562,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI DÀI 10 x 400mm TOLSEN 75562",,3.0000,
TS75563,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI DÀI 12 x 400mm TOLSEN 75563",,2.0000,
TS75564,"MŨI KHOAN BÊ TÔNG KHÔNG GÀI DÀI 13 x 400mm TOLSEN 75564",,2.0000,
TS75600,"MŨI KHOAN GỖ 3 x 61mm TOLSEN 75600",,20.0000,
TS75601,"MŨI KHOAN GỖ 4 x 75 TOLSEN 75601",,17.0000,
TS75603,"MŨI KHOAN GỖ 6 x 93 TOLSEN 75603",,10.0000,
TS75604,"MŨI KHOAN GỖ 7 x 109 TOLSEN 75604",,4.0000,
TS75605,"MŨI KHOAN GỖ 8 x 117 TOLSEN 75605",,5.0000,
TS75606,"MŨI KHOAN GỖ 9 x 125 TOLSEN 75606",,1.0000,
TS75607,"MŨI KHOAN GỖ 10 x 133 TOLSEN 75607",,11.0000,
TS75608,"MŨI KHOAN GỖ 11 x 142 TOLSEN 75608",,2.0000,
TS75609,"MŨI KHOAN GỖ 12 x 151 TOLSEN 75609",,7.0000,
TS75610,"MŨI KHOAN GỖ 13 x 151 TOLSEN 75610",,2.0000,
TS75625,"BỘ 5 CÂY KHOAN GỖ",,9.0000,
TS75626,"BỘ 8 KHOAN GỖ",,4.0000,
TS75631,"MŨI KHOAN GỖ NHANH 6mm",,10.0000,
TS75632,"MŨI KHOAN GỖ NHANH 8mm",,8.0000,
TS75633,"MŨI KHOAN GỖ NHANH 10mm TOLSEN 75633",,6.0000,
TS75634,"MŨI KHOAN GỖ NHANH 12mm",,5.0000,
TS75635,"MŨI KHOAN GỖ NHANH 13mm",,9.0000,
TS75636,"MŨI KHOAN GỖ NHANH 14mm",,2.0000,
TS75637,"MŨI KHOAN GỖ NHANH 16mm TOLSEN 75637",,6.0000,
TS75638,"MŨI KHOAN GỖ NHANH 18mm TOLSEN 75638",,2.0000,
TS75639,"MŨI KHOAN GỖ NHANH 19mm TOLSEN 75639",,4.0000,
TS75640,"MŨI KHOAN GỖ NHANH 20mm",,8.0000,
TS75641,"MŨI KHOAN GỖ NHANH 22mm",,5.0000,
TS75642,"MŨI KHOAN GỖ NHANH 24mm",,3.0000,
TS75643,"MŨI KHOAN GỖ NHANH 25mm",,3.0000,
TS75644,"MŨI KHOAN GỖ NHANH 28mm",,2.0000,
TS75645,"MŨI KHOAN GỖ NHANH 30mm",,2.0000,
TS75646,"MŨI KHOAN GỖ NHANH 32mm",,2.0000,
TS75647,"MŨI KHOAN GỖ NHANH 35mm",,2.0000,
TS75648,"MŨI KHOAN GỖ NHANH 36mm",,3.0000,
TS75649,"MŨI KHOAN GỖ NHANH 38mm",,3.0000,
TS75650,"MŨI KHOAN GỖ NHANH 40mm",,2.0000,
TS75654,"MŨI KHOAN KIỂU FORSTNER TOLSEN 75654",,3.0000,
TS75656,"BỘ 6 MŨI KHOAN GỖ TOLSEN 75656",,4.0000,
TS75680,"BỘ MŨI ĐÁNH PHAY ROUTER TOLSEN 75680",,1.0000,
TS75690,"MŨI KHOAN KÍNH 3mm",,19.0000,
TS75691,"MŨI KHOAN KÍNH 4mm TOLSEN 75691",,19.0000,
TS75692,"MŨI KHOAN KÍNH 5mm",,17.0000,
TS75693,"MŨI KHOAN KÍNH 6mm",,3.0000,
TS75694,"MŨI KHOAN KÍNH 7mm",,18.0000,
TS75695,"MŨI KHOAN KÍNH 8mm",,11.0000,
TS75696,"MŨI KHOAN KÍNH 9mm",,14.0000,
TS75697,"MŨI KHOAN KÍNH 10mm",,7.0000,
TS75699,"MŨI KHOAN KÍNH 12mm",,11.0000,
TS75701,"MŨI TRỤC KHOÉT 32-152mm TOLSEN 75701",,5.0000,
TS75727,"MŨI KHOÉT LỖ SẮT 27mm TOLSEN 75727",,5.0000,
TS75865,"BỘ 11 VÒNG KHOÉT LỖ",,2.0000,
TS75866,"BỘ 8 VÒNG KHOÉT LỖ LỚN",,4.0000,
TS75867,"BỘ 16 VÒNG KHOÉT LỖ LỚN",,1.0000,
TS75869,"BỘ KHOÉT LỖ 7 CÁI",,5.0000,
TS75870,"BỘ KHOÉT LỖ 7 CÁI",,4.0000,
TS75871,"MŨI KHOAN BƯỚC TITANIUM HSS TOLSEN 75871",,7.0000,
TS75873,"MŨI KHOAN BƯỚC TITANIUM HSS TOLSEN 75873",,7.0000,
TS75878,"BỘ 3 MŨI KHOAN BƯỚC TITANIUM HSS TOLSEN 75878",,1.0000,
TS75890,"MŨI KHOAN KHOÉT BÊ TÔNG 50MM TOLSEN 75890",,5.0000,
TS75914,"KHOÉT BÊ TÔNG 14mm",,5.0000,
TS75915,"KHOÉT BÊ TÔNG 15",,10.0000,
TS75916,"MŨI KHOÉT SẮT 16mm TOLSEN 75916",,5.0000,
TS75918,"KHOÉT BÊ TÔNG 18",,1.0000,
TS75920,"KHOÉT BÊ TÔNG 20",,1.0000,
TS75922,"KHOÉT BÊ TÔNG 22",,2.0000,
TS75923,"KHOÉT BÊ TÔNG 23",,1.0000,
TS75925,"KHOÉT BÊ TÔNG 25",,1.0000,
TS75926,"KHOÉT BÊ TÔNG 26",,1.0000,
TS75928,"KHOÉT BÊ TÔNG 28",,1.0000,
TS75930,"KHOÉT BÊ TÔNG 30",,1.0000,
TS75932,"KHOÉT BÊ TÔNG 32",,2.0000,
TS75935,"KHOÉT BÊ TÔNG 35",,2.0000,
TS75938,"KHOÉT BÊ TÔNG 38",,3.0000,
TS75940,"KHOÉT BÊ TÔNG 40",,2.0000,
TS75942,"KHOÉT BÊ TÔNG 42",,2.0000,
TS75945,"KHOÉT BÊ TÔNG 45",,2.0000,
TS75948,"MŨI KHOÉT SẮT 48mm TOLSEN 75948",,4.0000,
TS75950,"KHOÉT BÊ TÔNG 50",,1.0000,
TS75955,"KHOÉT BÊ TÔNG 55",,2.0000,
TS75960,"KHOÉT BÊ TÔNG 60",,1.0000,
TS75965,"KHOÉT BÊ TÔNG 65",,2.0000,
TS75970,"KHOÉT BÊ TÔNG 70",,3.0000,
TS75975,"KHOÉT BÊ TÔNG 75",,3.0000,
TS76102,"ĐĨA CẮT SẮT & INOX 115x1.2x22.2mm TOLSEN 76102",,4.0000,
TS76132,"ĐĨA CẮT SẮT & INOX MỎNG 115x1.0x22.2 mm TOLSEN 76132",,21.0000,
TS76141,"ĐĨA CẮT SẮT 100*3.0mm",,14.0000,
TS76301,"ĐĨA MÀI SẮT 100x6.0x16mm TOLSEN 76301",,13.0000,
TS76410,"ĐĨA CẮT GỖ 110mm*40 Răng",,14.0000,
TS76420,"ĐĨA CẮT GỖ 115mm*40 Răng TOLSEN 76420",,2.0000,
TS76430,"ĐĨA CẮT GỖ 185mm*24Răng TOLSEN 76430",,1.0000,
TS76440,"ĐĨA CẮT GỖ 210mm*24 Răng TOLSEN 76440",,3.0000,
TS76441,"ĐĨA CẮT GỖ 210mm*48 Răng",,5.0000,
TS76450,"ĐĨA CẮT GỖ 235mm*40 Răng TOLSEN 76450",,3.0000,
TS76451,"ĐĨA CẮT GỖ 235mm*60 Răng TOLSEN 76451",,5.0000,
TS76460,"ĐĨA CẮT GỖ 254mm*40 Răng",,3.0000,
TS76461,"ĐĨA CẮT GỖ 254mm*60 Răng",,5.0000,
TS76680,"ĐĨA MÀI GẠCH 100mm TOLSEN 76680",,3.0000,
TS76700,"ĐĨA CẮT GẠCH KHÔ 100mm TOLSEN 76700",,2.0000,
TS76702,"ĐĨA CẮT GẠCH KHÔ 115mm TOLSEN 76702",,2.0000,
TS76703,"ĐĨA CẮT GẠCH KHÔ 125mm TOLSEN 76703",,5.0000,
TS76705,"ĐĨA CẮT GẠCH KHÔ TOLSEN 76705",,5.0000,
TS76707,"ĐĨA CẮT GẠCH KHÔ TOLSEN 76707",,2.0000,
TS76710,"ĐĨA CẮT KIM CƯƠNG ( KHÔ ) 100MM TOLSEN 76710",,13.0000,
TS76720,"ĐĨA CẮT GẠCH ƯỚT 100mm TOLSEN 76720",,5.0000,
TS76722,"ĐĨA CẮT GẠCH ƯỚT 115mm TOLSEN 76722",,4.0000,
TS76723,"ĐĨA CẮT GẠCH ƯỚT 125mm TOLSEN 76723",,5.0000,
TS76725,"ĐĨA CẮT GẠCH ƯỚT TOLSEN 76725",,5.0000,
TS76727,"ĐĨA CẮT GẠCH ƯỚT TOLSEN 76727",,2.0000,
TS76742,"ĐĨA CẮT ĐA NĂNG 115mm TOLSEN 76742",,9.0000,
TS76760,"ĐĨA CẮT KIM CƯƠNG ( ĐA NĂNG ) 100MM TOLSEN 76760",,2.0000,
TS76801,"LỮỠI CƯA MÁY GỖ ĐEN 100mm T111C",,5.0000,
TS76802,"LỮỠI CƯA MÁY GỖ ĐEN 100mm T144D",,5.0000,
TS76803,"LỮỠI CƯA MÁY GỖ ĐEN 100mm T224D",,3.0000,
TS76804,"LỮỠI CƯA MÁY GỖ 100mm T101B",,5.0000,
TS76805,"LỮỠI CƯA MÁY GỖ 100mm T101BR",,4.0000,
TS76806,"LỮỠI CƯA MÁY GỖ 100mm T101D",,5.0000,
TS76811,"LƯỠI CƯA MÁY SẮT T118A",,3.0000,
TS76812,"LƯỠI CƯA MÁY SẮT T118B",,3.0000,
TS77110,"BỘ 5 MŨI ĐÁ MÀI TOLSEN 77110",,4.0000,
TS77211,"NHÁM XẾP CHO SẮT VÀ GỖ 115mm*40#",,6.0000,
TS77212,"NHÁM XẾP CHO SẮT VÀ GỖ 115mm*60#",,3.0000,
TS77213,"NHÁM XẾP CHO SẮT VÀ GỖ 115mm*80#",,6.0000,
TS77215,"NHÁM XẾP CHO SẮT VÀ GỖ 115mm*120#",,4.0000,
TS77221,"NHÁM XẾP CHO SẮT VÀ GỖ 125mm*40#",,6.0000,
TS77222,"NHÁM XẾP CHO SẮT VÀ GỖ 125mm*60#",,6.0000,
TS77223,"NHÁM XẾP CHO SẮT VÀ GỖ 125mm*80#",,5.0000,
TS77225,"NHÁM XẾP CHO SẮT VÀ GỖ 125mm*120#",,5.0000,
TS77260,"MIẾNG CHÀ ĐỆM CAOSU CÓ ĐAI ỐC 115mm",,3.0000,
TS77261,"MIẾNG CHÀ ĐỆM CAOSU CÓ ĐAI ỐC 125mm",,6.0000,
TS77262,"MIẾNG CHÀ ĐỆM CAOSU CÓ ĐAI ỐC 150mm",,2.0000,
TS77311,"NHÁM XẾP CHO THÉP KHÔNG GỈ 115mm*40#",,9.0000,
TS77312,"NHÁM XẾP CHO THÉP KHÔNG GỈ 115mm*60#",,5.0000,
TS77313,"NHÁM XẾP CHO THÉP KHÔNG GỈ 115mm*80#",,5.0000,
TS77315,"NHÁM XẾP CHO THÉP KHÔNG GỈ 115mm*120#",,4.0000,
TS77321,"NHÁM XẾP CHO THÉP KHÔNG GỈ 125mm*40#",,6.0000,
TS77323,"NHÁM XẾP CHO THÉP KHÔNG GỈ 125mm*80#",,5.0000,
TS77325,"NHÁM XẾP CHO THÉP KHÔNG GỈ 125mm*120#",,3.0000,
TS77501,"CHÉN CƯỚC 75MM",,2.0000,
TS77503,"CHÉN CƯỚC 100M",,6.0000,
TS77513,"CHÉN CƯỚC 75MM",,6.0000,
